Code Domaine,Domaine,Code zone (M49),Zone,Food Value Code,Food Value,Industry Code,Industry,Factor Code,Factor,Code Élément,Élément,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22125","Importation","6222","Industry share","2012","2012","%","19.136034","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22125","Importation","6222","Industry share","2013","2013","%","18.800817","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22125","Importation","6110","Valeur US $","2010","2010","Millions d’USD","4103.437","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22125","Importation","6110","Valeur US $","2011","2011","Millions d’USD","4349.682","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22125","Importation","6110","Valeur US $","2012","2012","Millions d’USD","4438.001","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22125","Importation","6110","Valeur US $","2013","2013","Millions d’USD","4299.619","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22122","Operating surplus","6223","Factor share","2010","2010","%","44.783712","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22122","Operating surplus","6223","Factor share","2011","2011","%","43.686054","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22122","Operating surplus","6223","Factor share","2012","2012","%","43.006402","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22122","Operating surplus","6223","Factor share","2013","2013","%","43.259829","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22122","Operating surplus","6222","Industry share","2010","2010","%","32.432216","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22122","Operating surplus","6222","Industry share","2011","2011","%","30.478073","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22122","Operating surplus","6222","Industry share","2012","2012","%","30.0493","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22122","Operating surplus","6222","Industry share","2013","2013","%","29.098074","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22122","Operating surplus","6110","Valeur US $","2010","2010","Millions d’USD","11264.61","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22122","Operating surplus","6110","Valeur US $","2011","2011","Millions d’USD","11303.39","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22122","Operating surplus","6110","Valeur US $","2012","2012","Millions d’USD","11159.76","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22122","Operating surplus","6110","Valeur US $","2013","2013","Millions d’USD","10521.84","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22126","Primary Factors Total","6222","Industry share","2010","2010","%","7.710882","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22126","Primary Factors Total","6222","Industry share","2011","2011","%","7.651748","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22126","Primary Factors Total","6222","Industry share","2012","2012","%","7.664421","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22126","Primary Factors Total","6222","Industry share","2013","2013","%","8.763867","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22126","Primary Factors Total","6110","Valeur US $","2010","2010","Millions d’USD","7170.1031","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22126","Primary Factors Total","6110","Valeur US $","2011","2011","Millions d’USD","7407.9814","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22126","Primary Factors Total","6110","Valeur US $","2012","2012","Millions d’USD","7513.3706","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22126","Primary Factors Total","6110","Valeur US $","2013","2013","Millions d’USD","8393.8708","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22123","Labour","6223","Factor share","2010","2010","%","35.501596","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22123","Labour","6223","Factor share","2011","2011","%","35.082378","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22123","Labour","6223","Factor share","2012","2012","%","35.34451","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22123","Labour","6223","Factor share","2013","2013","%","34.518794","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22123","Labour","6222","Industry share","2010","2010","%","7.76398","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22123","Labour","6222","Industry share","2011","2011","%","7.748678","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22123","Labour","6222","Industry share","2012","2012","%","7.76969","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22123","Labour","6222","Industry share","2013","2013","%","8.83606","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22123","Labour","6110","Valeur US $","2010","2010","Millions d’USD","2545.501","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22123","Labour","6110","Valeur US $","2011","2011","Millions d’USD","2598.896","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22123","Labour","6110","Valeur US $","2012","2012","Millions d’USD","2655.564","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22123","Labour","6110","Valeur US $","2013","2013","Millions d’USD","2897.463","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22124","Taxes","6223","Factor share","2010","2010","%","4.56472","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22124","Taxes","6223","Factor share","2011","2011","%","4.44783","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22124","Taxes","6223","Factor share","2012","2012","%","4.332817","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22124","Taxes","6223","Factor share","2013","2013","%","4.226272","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22124","Taxes","6222","Industry share","2010","2010","%","8.956741","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22124","Taxes","6222","Industry share","2011","2011","%","9.281055","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22124","Taxes","6222","Industry share","2012","2012","%","9.246559","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22124","Taxes","6222","Industry share","2013","2013","%","8.963756","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22124","Taxes","6110","Valeur US $","2010","2010","Millions d’USD","327.2951","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22124","Taxes","6110","Valeur US $","2011","2011","Millions d’USD","329.4944","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22124","Taxes","6110","Valeur US $","2012","2012","Millions d’USD","325.5406","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22124","Taxes","6110","Valeur US $","2013","2013","Millions d’USD","354.7478","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22125","Importation","6223","Factor share","2010","2010","%","26.019933","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22125","Importation","6223","Factor share","2011","2011","%","26.685637","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22125","Importation","6223","Factor share","2012","2012","%","26.66698","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22125","Importation","6223","Factor share","2013","2013","%","26.793944","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22125","Importation","6222","Industry share","2010","2010","%","8.552631","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22125","Importation","6222","Industry share","2011","2011","%","8.732811","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22125","Importation","6222","Industry share","2012","2012","%","8.639193","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22125","Importation","6222","Industry share","2013","2013","%","9.83435","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22125","Importation","6110","Valeur US $","2010","2010","Millions d’USD","1865.656","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22125","Importation","6110","Valeur US $","2011","2011","Millions d’USD","1976.867","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22125","Importation","6110","Valeur US $","2012","2012","Millions d’USD","2003.589","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22125","Importation","6110","Valeur US $","2013","2013","Millions d’USD","2249.049","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22122","Operating surplus","6223","Factor share","2010","2010","%","33.913752","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22122","Operating surplus","6223","Factor share","2011","2011","%","33.784156","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22122","Operating surplus","6223","Factor share","2012","2012","%","33.655694","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22122","Operating surplus","6223","Factor share","2013","2013","%","34.46099","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22122","Operating surplus","6222","Industry share","2010","2010","%","7.001026","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22122","Operating surplus","6222","Industry share","2011","2011","%","6.748259","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22122","Operating surplus","6222","Industry share","2012","2012","%","6.808836","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22122","Operating surplus","6222","Industry share","2013","2013","%","7.999495","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22122","Operating surplus","6110","Valeur US $","2010","2010","Millions d’USD","2431.651","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22122","Operating surplus","6110","Valeur US $","2011","2011","Millions d’USD","2502.724","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22122","Operating surplus","6110","Valeur US $","2012","2012","Millions d’USD","2528.677","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22118","Transportation and storage","22122","Operating surplus","6110","Valeur US $","2013","2013","Millions d’USD","2892.611","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22126","Primary Factors Total","6222","Industry share","2010","2010","%","48.19229","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22126","Primary Factors Total","6222","Industry share","2011","2011","%","45.966271","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22126","Primary Factors Total","6222","Industry share","2012","2012","%","46.076512","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22126","Primary Factors Total","6222","Industry share","2013","2013","%","44.488989","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22126","Primary Factors Total","6110","Valeur US $","2010","2010","Millions d’USD","44812.475","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22126","Primary Factors Total","6110","Valeur US $","2011","2011","Millions d’USD","44501.896","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22126","Primary Factors Total","6110","Valeur US $","2012","2012","Millions d’USD","45168.434","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22126","Primary Factors Total","6110","Valeur US $","2013","2013","Millions d’USD","42610.737","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22123","Labour","6223","Factor share","2010","2010","%","39.066979","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22123","Labour","6223","Factor share","2011","2011","%","39.186667","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22123","Labour","6223","Factor share","2012","2012","%","39.597277","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22123","Labour","6223","Factor share","2013","2013","%","39.085759","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22123","Labour","6222","Industry share","2010","2010","%","53.397372","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22123","Labour","6222","Industry share","2011","2011","%","51.994276","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22123","Labour","6222","Industry share","2012","2012","%","52.329584","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22123","Labour","6222","Industry share","2013","2013","%","50.790016","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22123","Labour","6110","Valeur US $","2010","2010","Millions d’USD","17506.88","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22123","Labour","6110","Valeur US $","2011","2011","Millions d’USD","17438.81","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22123","Labour","6110","Valeur US $","2012","2012","Millions d’USD","17885.47","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22123","Labour","6110","Valeur US $","2013","2013","Millions d’USD","16654.73","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22124","Taxes","6223","Factor share","2010","2010","%","4.030451","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22124","Taxes","6223","Factor share","2011","2011","%","3.855332","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22124","Taxes","6223","Factor share","2012","2012","%","3.793986","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22124","Taxes","6223","Factor share","2013","2013","%","4.33552","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22124","Taxes","6222","Industry share","2010","2010","%","49.42687","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22124","Taxes","6222","Industry share","2011","2011","%","48.326978","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22124","Taxes","6222","Industry share","2012","2012","%","48.674975","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22124","Taxes","6222","Industry share","2013","2013","%","46.67997","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22124","Taxes","6110","Valeur US $","2010","2010","Millions d’USD","1806.145","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22124","Taxes","6110","Valeur US $","2011","2011","Millions d’USD","1715.696","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22124","Taxes","6110","Valeur US $","2012","2012","Millions d’USD","1713.684","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22124","Taxes","6110","Valeur US $","2013","2013","Millions d’USD","1847.397","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22125","Importation","6223","Factor share","2010","2010","%","26.581125","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22125","Importation","6223","Factor share","2011","2011","%","26.474827","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22125","Importation","6223","Factor share","2012","2012","%","26.781247","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22125","Importation","6223","Factor share","2013","2013","%","26.986485","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22125","Importation","6222","Industry share","2010","2010","%","54.60601","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22125","Importation","6222","Industry share","2011","2011","%","52.046109","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22125","Importation","6222","Industry share","2012","2012","%","52.159133","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22125","Importation","6222","Industry share","2013","2013","%","50.281949","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22125","Importation","6110","Valeur US $","2010","2010","Millions d’USD","11911.66","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22125","Importation","6110","Valeur US $","2011","2011","Millions d’USD","11781.8","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22125","Importation","6110","Valeur US $","2012","2012","Millions d’USD","12096.67","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22125","Importation","6110","Valeur US $","2013","2013","Millions d’USD","11499.14","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22122","Operating surplus","6223","Factor share","2010","2010","%","30.321445","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22122","Operating surplus","6223","Factor share","2011","2011","%","30.483173","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22122","Operating surplus","6223","Factor share","2012","2012","%","29.82749","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22122","Operating surplus","6223","Factor share","2013","2013","%","29.592236","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22122","Operating surplus","6222","Industry share","2010","2010","%","39.120941","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22122","Operating surplus","6222","Industry share","2011","2011","%","36.577791","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22122","Operating surplus","6222","Industry share","2012","2012","%","36.27699","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22122","Operating surplus","6222","Industry share","2013","2013","%","34.8714","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22122","Operating surplus","6110","Valeur US $","2010","2010","Millions d’USD","13587.79","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22122","Operating surplus","6110","Valeur US $","2011","2011","Millions d’USD","13565.59","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22122","Operating surplus","6110","Valeur US $","2012","2012","Millions d’USD","13472.61","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","124","Canada","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22122","Operating surplus","6110","Valeur US $","2013","2013","Millions d’USD","12609.47","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","152","Chili","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22126","Primary Factors Total","6222","Industry share","2013","2013","%","30.398398","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","152","Chili","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22126","Primary Factors Total","6222","Industry share","2014","2014","%","29.176961","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","152","Chili","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22126","Primary Factors Total","6222","Industry share","2015","2015","%","27.233931","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","152","Chili","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22126","Primary Factors Total","6110","Valeur US $","2013","2013","Millions d’USD","11243.2352","E","Valeur estimée"
