Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","222","El Salvador","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2015","2015","Millions d’USD","1133.493383","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","6103","Part du PIB US $","22010","Valeur ajoutée (Agriculture)","2015","2015","%","4.836086","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","6129","Croissance annuelle US$","22010","Valeur ajoutée (Agriculture)","2015","2015","%","-2.754212","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2016","2016","Millions d’USD","1219.776928","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","6103","Part du PIB US $","22010","Valeur ajoutée (Agriculture)","2016","2016","%","5.042186","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","6129","Croissance annuelle US$","22010","Valeur ajoutée (Agriculture)","2016","2016","%","7.612179","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2017","2017","Millions d’USD","1176.806629","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","6103","Part du PIB US $","22010","Valeur ajoutée (Agriculture)","2017","2017","%","4.711148","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","6129","Croissance annuelle US$","22010","Valeur ajoutée (Agriculture)","2017","2017","%","-3.5228","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2018","2018","Millions d’USD","1165.594939","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","6103","Part du PIB US $","22010","Valeur ajoutée (Agriculture)","2018","2018","%","4.479465","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","6129","Croissance annuelle US$","22010","Valeur ajoutée (Agriculture)","2018","2018","%","-0.952722","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2019","2019","Millions d’USD","1208.246248","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","6103","Part du PIB US $","22010","Valeur ajoutée (Agriculture)","2019","2019","%","4.494774","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","6129","Croissance annuelle US$","22010","Valeur ajoutée (Agriculture)","2019","2019","%","3.659188","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","6110","Valeur US $","22073","Production brute (Agriculture)","2015","2015","Millions d’USD","2070.274779","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","6129","Croissance annuelle US$","22073","Production brute (Agriculture)","2015","2015","%","0.026949","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","6110","Valeur US $","22073","Production brute (Agriculture)","2016","2016","Millions d’USD","2176.821113","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","6129","Croissance annuelle US$","22073","Production brute (Agriculture)","2016","2016","%","5.146483","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","6110","Valeur US $","22073","Production brute (Agriculture)","2017","2017","Millions d’USD","2126.202108","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","6129","Croissance annuelle US$","22073","Production brute (Agriculture)","2017","2017","%","-2.325364","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","6110","Valeur US $","22073","Production brute (Agriculture)","2018","2018","Millions d’USD","2140.421679","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","6129","Croissance annuelle US$","22073","Production brute (Agriculture)","2018","2018","%","0.668778","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","6110","Valeur US $","22073","Production brute (Agriculture)","2019","2019","Millions d’USD","2218.119919","E","Valeur estimée",""
"MK","Indicateurs macro","222","El Salvador","6129","Croissance annuelle US$","22073","Production brute (Agriculture)","2019","2019","%","3.630044","E","Valeur estimée",""
"MK","Indicateurs macro","784","Émirats arabes unis","6110","Valeur US $","22008","Produit Intérieur Brut","2015","2015","Millions d’USD","358134.9444","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2015","2015","US$","40163.620155","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2015","2015","%","-11.163014","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2015","2015","%","-11.96948","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6110","Valeur US $","22008","Produit Intérieur Brut","2016","2016","Millions d’USD","357045.156","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2016","2016","US$","39696.988625","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2016","2016","%","-0.304295","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2016","2016","%","-1.161826","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","385605.5069","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","42522.377622","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","7.999087","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","7.117389","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","Millions d’USD","422215.0436","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","46193.351961","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","9.494039","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2018","2018","%","8.633041","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","Millions d’USD","417215.5595","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","US$","45292.129255","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","-1.184108","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2019","2019","%","-1.950979","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2015","2015","Millions d’USD","2653.872837","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6103","Part du PIB US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2015","2015","%","0.741026","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6129","Croissance annuelle US$","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2015","2015","%","2.937326","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2016","2016","Millions d’USD","2770.816072","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6103","Part du PIB US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2016","2016","%","0.776041","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6129","Croissance annuelle US$","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2016","2016","%","4.406512","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","Millions d’USD","2971.227394","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6103","Part du PIB US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","0.770536","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6129","Croissance annuelle US$","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","7.232935","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2018","2018","Millions d’USD","3034.624014","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6103","Part du PIB US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2018","2018","%","0.718739","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6129","Croissance annuelle US$","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2018","2018","%","2.133685","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2019","2019","Millions d’USD","3117.340905","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6103","Part du PIB US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2019","2019","%","0.747178","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6129","Croissance annuelle US$","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2019","2019","%","2.725771","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6110","Valeur US $","22011","Revenu national brut","2015","2015","Millions d’USD","359877.6265","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6119","Valeur US $ par habitant","22011","Revenu national brut","2015","2015","US$","40359.056046","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6103","Part du PIB US $","22011","Revenu national brut","2015","2015","%","100.486599","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6129","Croissance annuelle US$","22011","Revenu national brut","2015","2015","%","-10.876412","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2015","2015","%","-11.68548","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6110","Valeur US $","22011","Revenu national brut","2016","2016","Millions d’USD","359141.8204","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6119","Valeur US $ par habitant","22011","Revenu national brut","2016","2016","US$","39930.099931","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6103","Part du PIB US $","22011","Revenu national brut","2016","2016","%","100.587227","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6129","Croissance annuelle US$","22011","Revenu national brut","2016","2016","%","-0.20446","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2016","2016","%","-1.06285","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","388382.9064","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","42828.65341","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6103","Part du PIB US $","22011","Revenu national brut","2017","2017","%","100.72027","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","8.141933","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2017","2017","%","7.259069","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6110","Valeur US $","22011","Revenu national brut","2018","2018","Millions d’USD","423639.1416","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6119","Valeur US $ par habitant","22011","Revenu national brut","2018","2018","US$","46349.158489","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6103","Part du PIB US $","22011","Revenu national brut","2018","2018","%","100.337292","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","9.0777","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2018","2018","%","8.219976","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6110","Valeur US $","22011","Revenu national brut","2019","2019","Millions d’USD","419277.0995","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6119","Valeur US $ par habitant","22011","Revenu national brut","2019","2019","US$","45515.926125","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6103","Part du PIB US $","22011","Revenu national brut","2019","2019","%","100.494119","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","-1.02966","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","784","Émirats arabes unis","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2019","2019","%","-1.797729","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22008","Produit Intérieur Brut","2015","2015","Millions d’USD","99290.381","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2015","2015","US$","6130.586676","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2015","2015","%","-2.394611","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2015","2015","%","-3.828375","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22008","Produit Intérieur Brut","2016","2016","Millions d’USD","99937.696","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2016","2016","US$","6079.088736","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2016","2016","%","0.651941","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2016","2016","%","-0.840016","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22008","Produit Intérieur Brut","2017","2017","Millions d’USD","104295.862","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","US$","6246.404252","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","4.360883","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","2.752312","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22008","Produit Intérieur Brut","2018","2018","Millions d’USD","107562.008","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2018","2018","US$","6321.349401","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2018","2018","%","3.131616","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2018","2018","%","1.199813","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22008","Produit Intérieur Brut","2019","2019","Millions d’USD","108108.009","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2019","2019","US$","6233.258167","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2019","2019","%","0.507615","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2019","2019","%","-1.393551","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2015","2015","Millions d’USD","9387.758","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6103","Part du PIB US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2015","2015","%","9.454851","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2015","2015","%","1.116925","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2016","2016","Millions d’USD","9513.086","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6103","Part du PIB US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2016","2016","%","9.519017","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2016","2016","%","1.335015","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","Millions d’USD","9730.031","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6103","Part du PIB US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","9.329259","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2017","2017","%","2.28049","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2018","2018","Millions d’USD","9626.014","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6103","Part du PIB US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2018","2018","%","8.94927","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2018","2018","%","-1.069031","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2019","2019","Millions d’USD","9514.079","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6103","Part du PIB US $","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2019","2019","%","8.800531","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22016","Valeur ajoutée (agriculture, sylviculture et pêche)","2019","2019","%","-1.162839","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2015","2015","Millions d’USD","4969.932796","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2015","2015","%","30.523637","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2016","2016","Millions d’USD","6760.294408","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2016","2016","%","36.02386","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2017","2017","Millions d’USD","7790.23398","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2017","2017","%","15.235129","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2018","2018","Millions d’USD","8559.565235","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2018","2018","%","9.875586","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2019","2019","Millions d’USD","9301.468261","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22077","Valeur ajoutée (Fabrication de produits alimentaires et boissons)","2019","2019","%","8.667532","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22011","Revenu national brut","2015","2015","Millions d’USD","97501.257","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6119","Valeur US $ par habitant","22011","Revenu national brut","2015","2015","US$","6020.118978","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6103","Part du PIB US $","22011","Revenu national brut","2015","2015","%","98.198089","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22011","Revenu national brut","2015","2015","%","-2.639226","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2015","2015","%","-4.069397","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22011","Revenu national brut","2016","2016","Millions d’USD","98028.639","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6119","Valeur US $ par habitant","22011","Revenu national brut","2016","2016","US$","5962.963116","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6103","Part du PIB US $","22011","Revenu national brut","2016","2016","%","98.089753","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22011","Revenu national brut","2016","2016","%","0.540898","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2016","2016","%","-0.949414","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22011","Revenu national brut","2017","2017","Millions d’USD","101858.207","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6119","Valeur US $ par habitant","22011","Revenu national brut","2017","2017","US$","6100.410171","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6103","Part du PIB US $","22011","Revenu national brut","2017","2017","%","97.66275","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22011","Revenu national brut","2017","2017","%","3.906581","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2017","2017","%","2.305013","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22011","Revenu national brut","2018","2018","Millions d’USD","104605.438","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6119","Valeur US $ par habitant","22011","Revenu national brut","2018","2018","US$","6147.593701","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6103","Part du PIB US $","22011","Revenu national brut","2018","2018","%","97.251288","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22011","Revenu national brut","2018","2018","%","2.697113","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2018","2018","%","0.773448","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22011","Revenu national brut","2019","2019","Millions d’USD","104934.502","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6119","Valeur US $ par habitant","22011","Revenu national brut","2019","2019","US$","6050.281081","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6103","Part du PIB US $","22011","Revenu national brut","2019","2019","%","97.064503","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22011","Revenu national brut","2019","2019","%","0.314576","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","61290","Croissance annuelle US$ par habitant","22011","Revenu national brut","2019","2019","%","-1.582938","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2015","2015","Millions d’USD","7149.876","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6103","Part du PIB US $","22010","Valeur ajoutée (Agriculture)","2015","2015","%","7.200975","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22010","Valeur ajoutée (Agriculture)","2015","2015","%","4.61144","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2016","2016","Millions d’USD","7140.378","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6103","Part du PIB US $","22010","Valeur ajoutée (Agriculture)","2016","2016","%","7.14483","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22010","Valeur ajoutée (Agriculture)","2016","2016","%","-0.132841","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2017","2017","Millions d’USD","7156.838","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6103","Part du PIB US $","22010","Valeur ajoutée (Agriculture)","2017","2017","%","6.862054","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6129","Croissance annuelle US$","22010","Valeur ajoutée (Agriculture)","2017","2017","%","0.23052","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6110","Valeur US $","22010","Valeur ajoutée (Agriculture)","2018","2018","Millions d’USD","7046.228","E","Valeur estimée",""
"MK","Indicateurs macro","218","Équateur","6103","Part du PIB US $","22010","Valeur ajoutée (Agriculture)","2018","2018","%","6.550852","E","Valeur estimée",""
